CompteurTemps	Temps	Cx0	Cy0	
17613	158.508	-0.12824	-3.83253	
17614	158.517	-0.128239	-3.83253	
17615	158.526	-0.128238	-3.83253	
17616	158.535	-0.128334	-3.83266	
17617	158.544	-0.128313	-3.83249	
17618	158.553	-0.128314	-3.83249	
17619	158.562	-0.128314	-3.83249	
17620	158.571	-0.128314	-3.83249	
17621	158.58	-0.128229	-3.83239	
17622	158.589	-0.128242	-3.83252	
17623	158.598	-0.128239	-3.83253	
17624	158.607	-0.128238	-3.83253	
17625	158.616	-0.128237	-3.83253	
17626	158.625	-0.128333	-3.83266	
17627	158.634	-0.128313	-3.83249	
17628	158.643	-0.128313	-3.83249	
17629	158.652	-0.128313	-3.83249	
17630	158.661	-0.128314	-3.83249	
17631	158.67	-0.128228	-3.83239	
17632	158.679	-0.128241	-3.83252	
17633	158.688	-0.128238	-3.83253	
17634	158.697	-0.128237	-3.83253	
17635	158.706	-0.128236	-3.83253	
17636	158.715	-0.128332	-3.83266	
17637	158.724	-0.128312	-3.83249	
17638	158.733	-0.128312	-3.83249	
17639	158.742	-0.128312	-3.83249	
17640	158.751	-0.128313	-3.83249	
17641	158.76	-0.128227	-3.83239	
17642	158.769	-0.12824	-3.83252	
17643	158.778	-0.128238	-3.83253	
17644	158.787	-0.128237	-3.83253	
17645	158.796	-0.128235	-3.83253	
17646	158.805	-0.128332	-3.83266	
17647	158.814	-0.128311	-3.83249	
17648	158.823	-0.128311	-3.83249	
17649	158.832	-0.128312	-3.83249	
17650	158.841	-0.128312	-3.83248	
17651	158.85	-0.128226	-3.83239	
17652	158.859	-0.128239	-3.83252	
17653	158.868	-0.128237	-3.83253	
17654	158.877	-0.128236	-3.83253	
17655	158.886	-0.128235	-3.83253	
17656	158.895	-0.128331	-3.83266	
17657	158.904	-0.12831	-3.83249	
17658	158.913	-0.12831	-3.83248	
17659	158.922	-0.128311	-3.83248	
17660	158.931	-0.128311	-3.83248	
17661	158.94	-0.128225	-3.83239	
17662	158.949	-0.128239	-3.83252	
17663	158.958	-0.128236	-3.83253	
17664	158.967	-0.128235	-3.83253	
17665	158.976	-0.128234	-3.83253	
17666	158.985	-0.12833	-3.83266	
17667	158.994	-0.12831	-3.83249	
17668	159.003	-0.12831	-3.83248	
17669	159.012	-0.12831	-3.83248	
17670	159.021	-0.12831	-3.83248	
17671	159.03	-0.128225	-3.83239	
17672	159.039	-0.128238	-3.83252	
17673	159.048	-0.128236	-3.83252	
17674	159.057	-0.128234	-3.83253	
17675	159.066	-0.128233	-3.83253	
17676	159.075	-0.12833	-3.83265	
17677	159.084	-0.128309	-3.83249	
17678	159.093	-0.128309	-3.83248	
17679	159.102	-0.12831	-3.83248	
17680	159.111	-0.128309	-3.83248	
17681	159.12	-0.128224	-3.83239	
17682	159.129	-0.128237	-3.83252	
17683	159.138	-0.128235	-3.83253	
17684	159.147	-0.128234	-3.83253	
17685	159.156	-0.128232	-3.83253	
17686	159.165	-0.128328	-3.83265	
17687	159.174	-0.128309	-3.83249	
17688	159.183	-0.128308	-3.83248	
17689	159.192	-0.128309	-3.83248	
17690	159.201	-0.128309	-3.83248	
17691	159.21	-0.128226	-3.83239	
17692	159.219	-0.128237	-3.83251	
17693	159.228	-0.128234	-3.83253	
17694	159.237	-0.128233	-3.83253	
17695	159.246	-0.128232	-3.83253	
17696	159.255	-0.12833	-3.83265	
17697	159.264	-0.128308	-3.83249	
17698	159.273	-0.128308	-3.83248	
17699	159.282	-0.128308	-3.83248	
17700	159.291	-0.128309	-3.83248	
17701	159.3	-0.128224	-3.83239	
17702	159.309	-0.128236	-3.83251	
17703	159.318	-0.128234	-3.83252	
17704	159.327	-0.128232	-3.83253	
17705	159.336	-0.128231	-3.83253	
17706	159.345	-0.128329	-3.83265	
17707	159.354	-0.128307	-3.83249	
17708	159.363	-0.128307	-3.83248	
17709	159.372	-0.128308	-3.83248	
17710	159.381	-0.128308	-3.83248	
17711	159.39	-0.128223	-3.83239	
17712	159.399	-0.128235	-3.83251	
17713	159.408	-0.128233	-3.83252	
17714	159.417	-0.128232	-3.83253	
17715	159.426	-0.12823	-3.83253	
17716	159.435	-0.128327	-3.83265	
17717	159.444	-0.128307	-3.83249	
17718	159.453	-0.128306	-3.83248	
17719	159.462	-0.128307	-3.83248	
17720	159.471	-0.128307	-3.83248	
17721	159.48	-0.128222	-3.83239	
17722	159.489	-0.128234	-3.83251	
17723	159.498	-0.128232	-3.83252	
17724	159.507	-0.128231	-3.83253	
17725	159.516	-0.12823	-3.83253	
17726	159.525	-0.128326	-3.83265	
17727	159.534	-0.128305	-3.83249	
17728	159.543	-0.128306	-3.83248	
17729	159.552	-0.128306	-3.83248	
17730	159.561	-0.128307	-3.83248	
17731	159.57	-0.12822	-3.83239	
17732	159.579	-0.128234	-3.83251	
17733	159.588	-0.128232	-3.83252	
17734	159.597	-0.12823	-3.83253	
17735	159.606	-0.128229	-3.83253	
17736	159.615	-0.128326	-3.83265	
17737	159.624	-0.128305	-3.83249	
17738	159.633	-0.128305	-3.83248	
17739	159.642	-0.128306	-3.83248	
17740	159.651	-0.128306	-3.83248	
17741	159.66	-0.12822	-3.83239	
17742	159.669	-0.128233	-3.83251	
17743	159.678	-0.128231	-3.83252	
17744	159.687	-0.12823	-3.83252	
17745	159.696	-0.128229	-3.83253	
17746	159.705	-0.128325	-3.83265	
17747	159.714	-0.128305	-3.83249	
17748	159.723	-0.128304	-3.83248	
17749	159.732	-0.128305	-3.83248	
17750	159.741	-0.128305	-3.83248	
17751	159.75	-0.12822	-3.83239	
17752	159.759	-0.128232	-3.83251	
17753	159.768	-0.12823	-3.83252	
17754	159.777	-0.128229	-3.83252	
17755	159.786	-0.128228	-3.83253	
17756	159.795	-0.128324	-3.83265	
17757	159.804	-0.128304	-3.83249	
17758	159.813	-0.128304	-3.83248	
17759	159.822	-0.128305	-3.83248	
17760	159.831	-0.128305	-3.83248	
17761	159.84	-0.128218	-3.83239	
17762	159.849	-0.128232	-3.83251	
17763	159.858	-0.12823	-3.83252	
17764	159.867	-0.128228	-3.83252	
17765	159.876	-0.128228	-3.83253	
17766	159.885	-0.128324	-3.83265	
17767	159.894	-0.128303	-3.83249	
17768	159.903	-0.128303	-3.83248	
17769	159.912	-0.128304	-3.83248	
17770	159.921	-0.128304	-3.83248	
17771	159.93	-0.128218	-3.83239	
17772	159.939	-0.128231	-3.83251	
17773	159.948	-0.128229	-3.83252	
17774	159.957	-0.128227	-3.83252	
17775	159.966	-0.128227	-3.83253	
17776	159.975	-0.128323	-3.83265	
17777	159.984	-0.128302	-3.83249	
17778	159.993	-0.128302	-3.83248	
17779	160.002	-0.128304	-3.83248	
17780	160.011	-0.128303	-3.83248	
17781	160.02	-0.128218	-3.83238	
17782	160.029	-0.128231	-3.83251	
17783	160.038	-0.128229	-3.83252	
17784	160.047	-0.128227	-3.83252	
17785	160.056	-0.128226	-3.83253	
17786	160.065	-0.128322	-3.83265	
17787	160.074	-0.128302	-3.83249	
17788	160.083	-0.128302	-3.83248	
17789	160.092	-0.128303	-3.83248	
17790	160.101	-0.128303	-3.83248	
17791	160.11	-0.128217	-3.83238	
17792	160.119	-0.12823	-3.83251	
17793	160.128	-0.128228	-3.83252	
17794	160.137	-0.128226	-3.83252	
17795	160.146	-0.128226	-3.83253	
17796	160.155	-0.128322	-3.83265	
17797	160.164	-0.128301	-3.83249	
17798	160.173	-0.128302	-3.83248	
17799	160.182	-0.128302	-3.83248	
17800	160.191	-0.128302	-3.83248	
17801	160.2	-0.128217	-3.83238	
17802	160.209	-0.128229	-3.83251	
17803	160.218	-0.128228	-3.83252	
17804	160.227	-0.128226	-3.83252	
17805	160.236	-0.128225	-3.83253	
17806	160.245	-0.128321	-3.83265	
17807	160.254	-0.128301	-3.83249	
17808	160.263	-0.128301	-3.83248	
17809	160.272	-0.128302	-3.83248	
17810	160.281	-0.128302	-3.83248	
17811	160.29	-0.128216	-3.83238	
17812	160.299	-0.128229	-3.83251	
17813	160.308	-0.128227	-3.83252	
17814	160.317	-0.128226	-3.83252	
17815	160.326	-0.128225	-3.83252	
17816	160.335	-0.128321	-3.83265	
17817	160.344	-0.1283	-3.83249	
17818	160.353	-0.1283	-3.83248	
17819	160.362	-0.128301	-3.83248	
17820	160.371	-0.128302	-3.83248	
17821	160.38	-0.128216	-3.83238	
17822	160.389	-0.128228	-3.83251	
17823	160.398	-0.128226	-3.83252	
17824	160.407	-0.128225	-3.83253	
17825	160.416	-0.128224	-3.83252	
17826	160.425	-0.12832	-3.83265	
17827	160.434	-0.128299	-3.83249	
17828	160.443	-0.1283	-3.83248	
17829	160.452	-0.128301	-3.83248	
17830	160.461	-0.128301	-3.83248	
17831	160.47	-0.128215	-3.83238	
17832	160.479	-0.128228	-3.83251	
17833	160.488	-0.128226	-3.83252	
17834	160.497	-0.128224	-3.83252	
17835	160.506	-0.128224	-3.83253	
17836	160.515	-0.12832	-3.83265	
17837	160.524	-0.128299	-3.83249	
17838	160.533	-0.128299	-3.83248	
17839	160.542	-0.1283	-3.83248	
17840	160.551	-0.1283	-3.83248	
17841	160.56	-0.128214	-3.83238	
17842	160.569	-0.128227	-3.83251	
17843	160.578	-0.128225	-3.83252	
17844	160.587	-0.128224	-3.83252	
17845	160.596	-0.128223	-3.83253	
17846	160.605	-0.128319	-3.83265	
17847	160.614	-0.128299	-3.83249	
17848	160.623	-0.128299	-3.83248	
17849	160.632	-0.128299	-3.83248	
17850	160.641	-0.1283	-3.83248	
17851	160.65	-0.128214	-3.83238	
17852	160.659	-0.128227	-3.83251	
17853	160.668	-0.128225	-3.83252	
17854	160.677	-0.128224	-3.83252	
17855	160.686	-0.128222	-3.83252	
17856	160.695	-0.128319	-3.83265	
17857	160.704	-0.128298	-3.83249	
17858	160.713	-0.128298	-3.83248	
17859	160.722	-0.128299	-3.83248	
17860	160.731	-0.128299	-3.83248	
17861	160.74	-0.128213	-3.83239	
17862	160.749	-0.128227	-3.83251	
17863	160.758	-0.128224	-3.83252	
17864	160.767	-0.128223	-3.83252	
17865	160.776	-0.128222	-3.83253	
17866	160.785	-0.128318	-3.83265	
17867	160.794	-0.128298	-3.83249	
17868	160.803	-0.128298	-3.83248	
17869	160.812	-0.128298	-3.83248	
17870	160.821	-0.128299	-3.83248	
17871	160.83	-0.128213	-3.83238	
17872	160.839	-0.128226	-3.83251	
17873	160.848	-0.128224	-3.83252	
17874	160.857	-0.128223	-3.83252	
17875	160.866	-0.128222	-3.83253	
17876	160.875	-0.128318	-3.83265	
17877	160.884	-0.128297	-3.83249	
17878	160.893	-0.128297	-3.83248	
17879	160.902	-0.128298	-3.83248	
17880	160.911	-0.128298	-3.83248	
17881	160.92	-0.128213	-3.83239	
17882	160.929	-0.128226	-3.83251	
17883	160.938	-0.128223	-3.83252	
17884	160.947	-0.128222	-3.83252	
17885	160.956	-0.128221	-3.83253	
17886	160.965	-0.128317	-3.83265	
17887	160.974	-0.128297	-3.83249	
17888	160.983	-0.128297	-3.83248	
17889	160.992	-0.128297	-3.83248	
17890	161.001	-0.128298	-3.83248	
17891	161.01	-0.128212	-3.83239	
17892	161.019	-0.128225	-3.83251	
17893	161.028	-0.128223	-3.83252	
17894	161.037	-0.128221	-3.83252	
17895	161.046	-0.128221	-3.83253	
17896	161.055	-0.128317	-3.83265	
17897	161.064	-0.128296	-3.83249	
17898	161.073	-0.128296	-3.83248	
17899	161.082	-0.128297	-3.83248	
17900	161.091	-0.128297	-3.83248	
17901	161.1	-0.128211	-3.83239	
17902	161.109	-0.128225	-3.83251	
17903	161.118	-0.128223	-3.83252	
17904	161.127	-0.128221	-3.83253	
17905	161.136	-0.12822	-3.83253	
17906	161.145	-0.128316	-3.83265	
17907	161.154	-0.128296	-3.83249	
17908	161.163	-0.128296	-3.83248	
17909	161.172	-0.128296	-3.83248	
17910	161.181	-0.128297	-3.83248	
17911	161.19	-0.128211	-3.83239	
17912	161.199	-0.128224	-3.83251	
17913	161.208	-0.128222	-3.83252	
17914	161.217	-0.128221	-3.83253	
17915	161.226	-0.128219	-3.83253	
17916	161.235	-0.128316	-3.83265	
17917	161.244	-0.128295	-3.83249	
17918	161.253	-0.128296	-3.83248	
17919	161.262	-0.128296	-3.83248	
17920	161.271	-0.128296	-3.83248	
17921	161.28	-0.128211	-3.83239	
17922	161.289	-0.128224	-3.83251	
17923	161.298	-0.128221	-3.83252	
17924	161.307	-0.12822	-3.83253	
17925	161.316	-0.128219	-3.83253	
17926	161.325	-0.128316	-3.83265	
17927	161.334	-0.128294	-3.83249	
17928	161.343	-0.128295	-3.83248	
17929	161.352	-0.128295	-3.83248	
17930	161.361	-0.128296	-3.83248	
17931	161.37	-0.12821	-3.83239	
17932	161.379	-0.128223	-3.83251	
17933	161.388	-0.128221	-3.83252	
17934	161.397	-0.12822	-3.83253	
17935	161.406	-0.128219	-3.83253	
17936	161.415	-0.128315	-3.83265	
17937	161.424	-0.128294	-3.83249	
17938	161.433	-0.128295	-3.83248	
17939	161.442	-0.128295	-3.83248	
17940	161.451	-0.128295	-3.83248	
17941	161.46	-0.12821	-3.83239	
17942	161.469	-0.128223	-3.83251	
17943	161.478	-0.128221	-3.83252	
17944	161.487	-0.128219	-3.83253	
17945	161.496	-0.128219	-3.83253	
17946	161.505	-0.128314	-3.83265	
17947	161.514	-0.128294	-3.83249	
17948	161.523	-0.128294	-3.83248	
17949	161.532	-0.128295	-3.83248	
17950	161.541	-0.128295	-3.83248	
17951	161.55	-0.128209	-3.83239	
17952	161.559	-0.128222	-3.83251	
17953	161.568	-0.12822	-3.83252	
17954	161.577	-0.128218	-3.83253	
17955	161.586	-0.128218	-3.83253	
17956	161.595	-0.128314	-3.83265	
17957	161.604	-0.128294	-3.83249	
17958	161.613	-0.128293	-3.83248	
17959	161.622	-0.128294	-3.83248	
17960	161.631	-0.128294	-3.83248	
17961	161.64	-0.128208	-3.83239	
17962	161.649	-0.128222	-3.83251	
17963	161.658	-0.12822	-3.83252	
17964	161.667	-0.128218	-3.83253	
17965	161.676	-0.128218	-3.83253	
17966	161.685	-0.128313	-3.83265	
17967	161.694	-0.128293	-3.83249	
17968	161.703	-0.128293	-3.83248	
17969	161.712	-0.128294	-3.83248	
17970	161.721	-0.128294	-3.83248	
17971	161.73	-0.128208	-3.83239	
17972	161.739	-0.128221	-3.83252	
17973	161.748	-0.128219	-3.83253	
17974	161.757	-0.128218	-3.83253	
17975	161.766	-0.128217	-3.83253	
17976	161.775	-0.128312	-3.83266	
17977	161.784	-0.128293	-3.83249	
17978	161.793	-0.128293	-3.83248	
17979	161.802	-0.128293	-3.83248	
17980	161.811	-0.128294	-3.83248	
17981	161.82	-0.128208	-3.83239	
17982	161.829	-0.128221	-3.83252	
17983	161.838	-0.128219	-3.83253	
17984	161.847	-0.128217	-3.83253	
17985	161.856	-0.128216	-3.83253	
17986	161.865	-0.128312	-3.83266	
17987	161.874	-0.128293	-3.83249	
17988	161.883	-0.128291	-3.83249	
17989	161.892	-0.128293	-3.83248	
17990	161.901	-0.128293	-3.83248	
17991	161.91	-0.128207	-3.83239	
17992	161.919	-0.12822	-3.83252	
17993	161.928	-0.128218	-3.83253	
17994	161.937	-0.128217	-3.83253	
17995	161.946	-0.128216	-3.83253	
17996	161.955	-0.128312	-3.83266	
17997	161.964	-0.128292	-3.83249	
17998	161.973	-0.128292	-3.83249	
17999	161.982	-0.128292	-3.83249	
18000	161.991	-0.128292	-3.83249	
18001	162	-0.128206	-3.83239	
18002	162.009	-0.12822	-3.83252	
18003	162.018	-0.128218	-3.83253	
18004	162.027	-0.128216	-3.83253	
18005	162.036	-0.128215	-3.83253	
18006	162.045	-0.128312	-3.83266	
18007	162.054	-0.128291	-3.83249	
18008	162.063	-0.128291	-3.83249	
18009	162.072	-0.128292	-3.83249	
18010	162.081	-0.128292	-3.83249	
18011	162.09	-0.128206	-3.83239	
18012	162.099	-0.12822	-3.83252	
18013	162.108	-0.128217	-3.83253	
18014	162.117	-0.128216	-3.83253	
18015	162.126	-0.128215	-3.83253	
18016	162.135	-0.128311	-3.83266	
18017	162.144	-0.128291	-3.83249	
18018	162.153	-0.128291	-3.83249	
18019	162.162	-0.128291	-3.83249	
18020	162.171	-0.128291	-3.83249	
18021	162.18	-0.128205	-3.83239	
18022	162.189	-0.128219	-3.83252	
18023	162.198	-0.128217	-3.83253	
18024	162.207	-0.128215	-3.83253	
18025	162.216	-0.128215	-3.83253	
18026	162.225	-0.12831	-3.83266	
18027	162.234	-0.12829	-3.83249	
18028	162.243	-0.12829	-3.83249	
18029	162.252	-0.12829	-3.83249	
18030	162.261	-0.128291	-3.83249	
18031	162.27	-0.128205	-3.83239	
18032	162.279	-0.128219	-3.83252	
18033	162.288	-0.128216	-3.83253	
18034	162.297	-0.128215	-3.83253	
18035	162.306	-0.128214	-3.83253	
18036	162.315	-0.12831	-3.83266	
18037	162.324	-0.12829	-3.83249	
18038	162.333	-0.128289	-3.83249	
18039	162.342	-0.12829	-3.83249	
18040	162.351	-0.128291	-3.83249	
18041	162.36	-0.128205	-3.83239	
18042	162.369	-0.128218	-3.83252	
18043	162.378	-0.128215	-3.83253	
18044	162.387	-0.128214	-3.83253	
18045	162.396	-0.128213	-3.83253	
18046	162.405	-0.128309	-3.83266	
18047	162.414	-0.128289	-3.83249	
18048	162.423	-0.128289	-3.83249	
18049	162.432	-0.12829	-3.83249	
18050	162.441	-0.128289	-3.83249	
18051	162.45	-0.128205	-3.83239	
18052	162.459	-0.128217	-3.83252	
18053	162.468	-0.128215	-3.83253	
18054	162.477	-0.128214	-3.83253	
18055	162.486	-0.128213	-3.83253	
18056	162.495	-0.12831	-3.83265	
18057	162.504	-0.128288	-3.8325	
18058	162.513	-0.128289	-3.83249	
18059	162.522	-0.128289	-3.83249	
18060	162.531	-0.12829	-3.83249	
18061	162.54	-0.128221	-3.83239	
18062	162.549	-0.128218	-3.83252	
18063	162.558	-0.128215	-3.83253	
18064	162.567	-0.128213	-3.83254	
18065	162.576	-0.128213	-3.83254	
18066	162.585	-0.128323	-3.83266	
18067	162.594	-0.128289	-3.8325	
18068	162.603	-0.128288	-3.83249	
18069	162.612	-0.128289	-3.83249	
18070	162.621	-0.128289	-3.83249	
18071	162.63	-0.128216	-3.8324	
18072	162.639	-0.128217	-3.83252	
18073	162.648	-0.128214	-3.83253	
18074	162.657	-0.128213	-3.83254	
18075	162.666	-0.128212	-3.83254	
18076	162.675	-0.12832	-3.83266	
18077	162.684	-0.128288	-3.8325	
18078	162.693	-0.128288	-3.83249	
18079	162.702	-0.128288	-3.83249	
18080	162.711	-0.128289	-3.83249	
18081	162.72	-0.128213	-3.8324	
18082	162.729	-0.128216	-3.83252	
18083	162.738	-0.128214	-3.83253	
18084	162.747	-0.128212	-3.83254	
18085	162.756	-0.128212	-3.83254	
18086	162.765	-0.128316	-3.83266	
18087	162.774	-0.128287	-3.8325	
18088	162.783	-0.128287	-3.83249	
18089	162.792	-0.128288	-3.83249	
18090	162.801	-0.128288	-3.83249	
18091	162.81	-0.128209	-3.8324	
18092	162.819	-0.128216	-3.83252	
18093	162.828	-0.128213	-3.83253	
18094	162.837	-0.128212	-3.83254	
18095	162.846	-0.128211	-3.83254	
18096	162.855	-0.128312	-3.83266	
18097	162.864	-0.128287	-3.8325	
18098	162.873	-0.128287	-3.83249	
18099	162.882	-0.128287	-3.83249	
18100	162.891	-0.128288	-3.83249	
18101	162.9	-0.12821	-3.83239	
18102	162.909	-0.128215	-3.83253	
18103	162.918	-0.128213	-3.83254	
18104	162.927	-0.128211	-3.83254	
18105	162.936	-0.128211	-3.83254	
18106	162.945	-0.128312	-3.83266	
18107	162.954	-0.128286	-3.8325	
18108	162.963	-0.128286	-3.8325	
18109	162.972	-0.128287	-3.83249	
18110	162.981	-0.128287	-3.8325	
18111	162.99	-0.128204	-3.8324	
18112	162.999	-0.128214	-3.83253	
18113	163.008	-0.128212	-3.83254	
18114	163.017	-0.12821	-3.83254	
18115	163.026	-0.12821	-3.83254	
18116	163.035	-0.128308	-3.83266	
18117	163.044	-0.128286	-3.8325	
18118	163.053	-0.128286	-3.8325	
18119	163.062	-0.128286	-3.83249	
18120	163.071	-0.128287	-3.83249	
18121	163.08	-0.128202	-3.8324	
18122	163.089	-0.128214	-3.83253	
18123	163.098	-0.128211	-3.83254	
18124	163.107	-0.12821	-3.83254	
18125	163.116	-0.128209	-3.83254	
18126	163.125	-0.128306	-3.83267	
18127	163.134	-0.128285	-3.8325	
18128	163.143	-0.128285	-3.83249	
18129	163.152	-0.128285	-3.8325	
18130	163.161	-0.128286	-3.83249	
18131	163.17	-0.128201	-3.8324	
18132	163.179	-0.128214	-3.83253	
18133	163.188	-0.128211	-3.83254	
18134	163.197	-0.12821	-3.83254	
18135	163.206	-0.128209	-3.83254	
18136	163.215	-0.128305	-3.83267	
18137	163.224	-0.128285	-3.8325	
18138	163.233	-0.128284	-3.8325	
18139	163.242	-0.128285	-3.8325	
18140	163.251	-0.128286	-3.83249	
18141	163.26	-0.1282	-3.8324	
18142	163.269	-0.128212	-3.83253	
18143	163.278	-0.12821	-3.83254	
18144	163.287	-0.128209	-3.83254	
18145	163.296	-0.128208	-3.83254	
18146	163.305	-0.128304	-3.83267	
18147	163.314	-0.128283	-3.8325	
18148	163.323	-0.128284	-3.8325	
18149	163.332	-0.128284	-3.8325	
18150	163.341	-0.128285	-3.8325	
18151	163.35	-0.128198	-3.8324	
18152	163.359	-0.128212	-3.83253	
18153	163.368	-0.128209	-3.83254	
18154	163.377	-0.128208	-3.83254	
18155	163.386	-0.128207	-3.83254	
18156	163.395	-0.128303	-3.83267	
18157	163.404	-0.128283	-3.8325	
18158	163.413	-0.128283	-3.8325	
18159	163.422	-0.128284	-3.8325	
18160	163.431	-0.128283	-3.8325	
18161	163.44	-0.128198	-3.8324	
18162	163.449	-0.128212	-3.83253	
18163	163.458	-0.128209	-3.83254	
18164	163.467	-0.128208	-3.83254	
18165	163.476	-0.128206	-3.83254	
18166	163.485	-0.128303	-3.83267	
18167	163.494	-0.128282	-3.8325	
18168	163.503	-0.128282	-3.8325	
18169	163.512	-0.128283	-3.8325	
18170	163.521	-0.128283	-3.8325	
18171	163.53	-0.128197	-3.8324	
18172	163.539	-0.12821	-3.83253	
18173	163.548	-0.128208	-3.83254	
18174	163.557	-0.128207	-3.83254	
18175	163.566	-0.128206	-3.83254	
18176	163.575	-0.128302	-3.83267	
18177	163.584	-0.128281	-3.8325	
18178	163.593	-0.128282	-3.8325	
18179	163.602	-0.128282	-3.8325	
18180	163.611	-0.128282	-3.8325	
18181	163.62	-0.128196	-3.8324	
18182	163.629	-0.12821	-3.83253	
18183	163.638	-0.128208	-3.83254	
18184	163.647	-0.128206	-3.83254	
18185	163.656	-0.128205	-3.83254	
18186	163.665	-0.128301	-3.83267	
18187	163.674	-0.128281	-3.8325	
18188	163.683	-0.128281	-3.8325	
18189	163.692	-0.128282	-3.8325	
18190	163.701	-0.128282	-3.8325	
18191	163.71	-0.128195	-3.8324	
18192	163.719	-0.128209	-3.83253	
18193	163.728	-0.128207	-3.83254	
18194	163.737	-0.128205	-3.83254	
18195	163.746	-0.128205	-3.83254	
18196	163.755	-0.128301	-3.83267	
18197	163.764	-0.12828	-3.83251	
18198	163.773	-0.12828	-3.8325	
18199	163.782	-0.128281	-3.8325	
18200	163.791	-0.128281	-3.8325	
18201	163.8	-0.128194	-3.8324	
18202	163.809	-0.128209	-3.83253	
18203	163.818	-0.128206	-3.83254	
18204	163.827	-0.128205	-3.83254	
18205	163.836	-0.128204	-3.83254	
18206	163.845	-0.1283	-3.83267	
18207	163.854	-0.128279	-3.8325	
18208	163.863	-0.128279	-3.8325	
18209	163.872	-0.12828	-3.8325	
18210	163.881	-0.12828	-3.8325	
18211	163.89	-0.128194	-3.8324	
18212	163.899	-0.128208	-3.83253	
18213	163.908	-0.128205	-3.83254	
18214	163.917	-0.128204	-3.83254	
18215	163.926	-0.128203	-3.83254	
18216	163.935	-0.128299	-3.83267	
18217	163.944	-0.128279	-3.8325	
18218	163.953	-0.128278	-3.8325	
18219	163.962	-0.128279	-3.8325	
18220	163.971	-0.128279	-3.8325	
18221	163.98	-0.128194	-3.8324	
18222	163.989	-0.128207	-3.83253	
18223	163.998	-0.128204	-3.83254	
18224	164.007	-0.128203	-3.83254	
18225	164.016	-0.128202	-3.83254	
18226	164.025	-0.128298	-3.83267	
18227	164.034	-0.128278	-3.8325	
18228	164.043	-0.128278	-3.8325	
18229	164.052	-0.128278	-3.8325	
18230	164.061	-0.128279	-3.8325	
18231	164.07	-0.128192	-3.8324	
18232	164.079	-0.128206	-3.83253	
18233	164.088	-0.128204	-3.83254	
18234	164.097	-0.128203	-3.83254	
18235	164.106	-0.128202	-3.83254	
18236	164.115	-0.128297	-3.83267	
18237	164.124	-0.128278	-3.8325	
18238	164.133	-0.128277	-3.8325	
18239	164.142	-0.128278	-3.8325	
18240	164.151	-0.128278	-3.8325	
18241	164.16	-0.128192	-3.8324	
18242	164.169	-0.128205	-3.83253	
18243	164.178	-0.128203	-3.83254	
18244	164.187	-0.128202	-3.83254	
18245	164.196	-0.128201	-3.83254	
18246	164.205	-0.128297	-3.83267	
18247	164.214	-0.128277	-3.8325	
18248	164.223	-0.128276	-3.8325	
18249	164.232	-0.128277	-3.8325	
18250	164.241	-0.128277	-3.8325	
18251	164.25	-0.128193	-3.8324	
