CompteurTemps	Temps	Cx0	Cy0	
104498	940.473	-0.12829	-3.83251	
104499	940.482	-0.12829	-3.83251	
104500	940.491	-0.128291	-3.83251	
104501	940.5	-0.128206	-3.83241	
104502	940.509	-0.128219	-3.83254	
104503	940.518	-0.128217	-3.83255	
104504	940.527	-0.128215	-3.83255	
104505	940.536	-0.128214	-3.83255	
104506	940.545	-0.128311	-3.83268	
104507	940.554	-0.12829	-3.83251	
104508	940.563	-0.12829	-3.83251	
104509	940.572	-0.128291	-3.83251	
104510	940.581	-0.128292	-3.83251	
104511	940.59	-0.128205	-3.83241	
104512	940.599	-0.128219	-3.83254	
104513	940.608	-0.128216	-3.83255	
104514	940.617	-0.128216	-3.83255	
104515	940.626	-0.128214	-3.83255	
104516	940.635	-0.12831	-3.83268	
104517	940.644	-0.12829	-3.83251	
104518	940.653	-0.12829	-3.83251	
104519	940.662	-0.128291	-3.8325	
104520	940.671	-0.128291	-3.83251	
104521	940.68	-0.128206	-3.83241	
104522	940.689	-0.128219	-3.83254	
104523	940.698	-0.128217	-3.83255	
104524	940.707	-0.128215	-3.83255	
104525	940.716	-0.128214	-3.83255	
104526	940.725	-0.12831	-3.83268	
104527	940.734	-0.12829	-3.83251	
104528	940.743	-0.12829	-3.83251	
104529	940.752	-0.128291	-3.83251	
104530	940.761	-0.128291	-3.83251	
104531	940.77	-0.128205	-3.83241	
104532	940.779	-0.128219	-3.83254	
104533	940.788	-0.128217	-3.83255	
104534	940.797	-0.128215	-3.83255	
104535	940.806	-0.128214	-3.83255	
104536	940.815	-0.128311	-3.83268	
104537	940.824	-0.12829	-3.83251	
104538	940.833	-0.12829	-3.83251	
104539	940.842	-0.128291	-3.83251	
104540	940.851	-0.128292	-3.83251	
104541	940.86	-0.128205	-3.83241	
104542	940.869	-0.128219	-3.83254	
104543	940.878	-0.128216	-3.83255	
104544	940.887	-0.128215	-3.83255	
104545	940.896	-0.128214	-3.83255	
104546	940.905	-0.12831	-3.83268	
104547	940.914	-0.128291	-3.83251	
104548	940.923	-0.12829	-3.83251	
104549	940.932	-0.128291	-3.83251	
104550	940.941	-0.128291	-3.83251	
104551	940.95	-0.128205	-3.83241	
104552	940.959	-0.128219	-3.83254	
104553	940.968	-0.128217	-3.83255	
104554	940.977	-0.128215	-3.83255	
104555	940.986	-0.128214	-3.83255	
104556	940.995	-0.12831	-3.83268	
104557	941.004	-0.12829	-3.83251	
104558	941.013	-0.12829	-3.83251	
104559	941.022	-0.128291	-3.83251	
104560	941.031	-0.128291	-3.83251	
104561	941.04	-0.128205	-3.83241	
104562	941.049	-0.128219	-3.83254	
104563	941.058	-0.128217	-3.83255	
104564	941.067	-0.128215	-3.83255	
104565	941.076	-0.128215	-3.83255	
104566	941.085	-0.128311	-3.83268	
104567	941.094	-0.12829	-3.83251	
104568	941.103	-0.12829	-3.83251	
104569	941.112	-0.128291	-3.83251	
104570	941.121	-0.128291	-3.83251	
104571	941.13	-0.128205	-3.83241	
104572	941.139	-0.128219	-3.83254	
104573	941.148	-0.128217	-3.83255	
104574	941.157	-0.128215	-3.83255	
104575	941.166	-0.128214	-3.83255	
104576	941.175	-0.128311	-3.83268	
104577	941.184	-0.12829	-3.83251	
104578	941.193	-0.12829	-3.83251	
104579	941.202	-0.128291	-3.83251	
104580	941.211	-0.128291	-3.83251	
104581	941.22	-0.128206	-3.83241	
104582	941.229	-0.128219	-3.83254	
104583	941.238	-0.128217	-3.83255	
104584	941.247	-0.128215	-3.83255	
104585	941.256	-0.128215	-3.83255	
104586	941.265	-0.12831	-3.83268	
104587	941.274	-0.12829	-3.83251	
104588	941.283	-0.12829	-3.83251	
104589	941.292	-0.128291	-3.83251	
104590	941.301	-0.128291	-3.83251	
104591	941.31	-0.128206	-3.83241	
104592	941.319	-0.128219	-3.83254	
104593	941.328	-0.128216	-3.83255	
104594	941.337	-0.128215	-3.83255	
104595	941.346	-0.128215	-3.83255	
104596	941.355	-0.12831	-3.83268	
104597	941.364	-0.12829	-3.83251	
104598	941.373	-0.12829	-3.83251	
104599	941.382	-0.128291	-3.83251	
104600	941.391	-0.128291	-3.83251	
104601	941.4	-0.128205	-3.83241	
104602	941.409	-0.128219	-3.83254	
104603	941.418	-0.128217	-3.83255	
104604	941.427	-0.128215	-3.83255	
104605	941.436	-0.128214	-3.83255	
104606	941.445	-0.128311	-3.83268	
104607	941.454	-0.12829	-3.83251	
104608	941.463	-0.12829	-3.83251	
104609	941.472	-0.128291	-3.83251	
104610	941.481	-0.128291	-3.83251	
104611	941.49	-0.128205	-3.83241	
104612	941.499	-0.128219	-3.83254	
104613	941.508	-0.128216	-3.83255	
104614	941.517	-0.128215	-3.83255	
104615	941.526	-0.128215	-3.83255	
104616	941.535	-0.128311	-3.83267	
104617	941.544	-0.12829	-3.83251	
104618	941.553	-0.12829	-3.83251	
104619	941.562	-0.128291	-3.83251	
104620	941.571	-0.128291	-3.83251	
104621	941.58	-0.128205	-3.83241	
104622	941.589	-0.128219	-3.83254	
104623	941.598	-0.128217	-3.83255	
104624	941.607	-0.128215	-3.83255	
104625	941.616	-0.128215	-3.83255	
104626	941.625	-0.128311	-3.83268	
104627	941.634	-0.12829	-3.83251	
104628	941.643	-0.12829	-3.83251	
104629	941.652	-0.128291	-3.83251	
104630	941.661	-0.128291	-3.83251	
104631	941.67	-0.128205	-3.83241	
104632	941.679	-0.128219	-3.83254	
104633	941.688	-0.128216	-3.83255	
104634	941.697	-0.128215	-3.83255	
104635	941.706	-0.128215	-3.83255	
104636	941.715	-0.128311	-3.83267	
104637	941.724	-0.12829	-3.83251	
104638	941.733	-0.12829	-3.83251	
104639	941.742	-0.128291	-3.83251	
104640	941.751	-0.128292	-3.83251	
104641	941.76	-0.128205	-3.83241	
104642	941.769	-0.128219	-3.83254	
104643	941.778	-0.128216	-3.83255	
104644	941.787	-0.128215	-3.83255	
104645	941.796	-0.128215	-3.83255	
104646	941.805	-0.12831	-3.83268	
104647	941.814	-0.12829	-3.83251	
104648	941.823	-0.12829	-3.83251	
104649	941.832	-0.128291	-3.83251	
104650	941.841	-0.128291	-3.83251	
104651	941.85	-0.128205	-3.83241	
104652	941.859	-0.128219	-3.83254	
104653	941.868	-0.128217	-3.83255	
104654	941.877	-0.128215	-3.83255	
104655	941.886	-0.128214	-3.83255	
104656	941.895	-0.128311	-3.83268	
104657	941.904	-0.12829	-3.83251	
104658	941.913	-0.12829	-3.83251	
104659	941.922	-0.128291	-3.83251	
104660	941.931	-0.128291	-3.83251	
104661	941.94	-0.128206	-3.83241	
104662	941.949	-0.128219	-3.83254	
104663	941.958	-0.128217	-3.83255	
104664	941.967	-0.128215	-3.83255	
104665	941.976	-0.128215	-3.83255	
104666	941.985	-0.128311	-3.83268	
104667	941.994	-0.12829	-3.83251	
104668	942.003	-0.12829	-3.83251	
104669	942.012	-0.128291	-3.83251	
104670	942.021	-0.128291	-3.83251	
104671	942.03	-0.128205	-3.83241	
104672	942.039	-0.128219	-3.83254	
104673	942.048	-0.128217	-3.83255	
104674	942.057	-0.128215	-3.83255	
104675	942.066	-0.128214	-3.83255	
104676	942.075	-0.12831	-3.83268	
104677	942.084	-0.12829	-3.83251	
104678	942.093	-0.12829	-3.8325	
104679	942.102	-0.128291	-3.83251	
104680	942.111	-0.128291	-3.83251	
104681	942.12	-0.128205	-3.83241	
104682	942.129	-0.128219	-3.83254	
104683	942.138	-0.128216	-3.83255	
104684	942.147	-0.128215	-3.83255	
104685	942.156	-0.128215	-3.83255	
104686	942.165	-0.12831	-3.83268	
104687	942.174	-0.12829	-3.83251	
104688	942.183	-0.12829	-3.83251	
104689	942.192	-0.128291	-3.83251	
104690	942.201	-0.128291	-3.83251	
104691	942.21	-0.128205	-3.83241	
104692	942.219	-0.128219	-3.83254	
104693	942.228	-0.128216	-3.83255	
104694	942.237	-0.128215	-3.83255	
104695	942.246	-0.128214	-3.83255	
104696	942.255	-0.128311	-3.83268	
104697	942.264	-0.12829	-3.83251	
104698	942.273	-0.12829	-3.83251	
104699	942.282	-0.128291	-3.83251	
104700	942.291	-0.128291	-3.83251	
104701	942.3	-0.128206	-3.83241	
104702	942.309	-0.128219	-3.83254	
104703	942.318	-0.128217	-3.83255	
104704	942.327	-0.128215	-3.83255	
104705	942.336	-0.128214	-3.83255	
104706	942.345	-0.12831	-3.83268	
104707	942.354	-0.12829	-3.83251	
104708	942.363	-0.12829	-3.83251	
104709	942.372	-0.128291	-3.83251	
104710	942.381	-0.128291	-3.83251	
104711	942.39	-0.128205	-3.83241	
104712	942.399	-0.128219	-3.83254	
104713	942.408	-0.128217	-3.83255	
104714	942.417	-0.128215	-3.83255	
104715	942.426	-0.128215	-3.83255	
104716	942.435	-0.12831	-3.83268	
104717	942.444	-0.128291	-3.83251	
104718	942.453	-0.12829	-3.83251	
104719	942.462	-0.128291	-3.83251	
104720	942.471	-0.128292	-3.83251	
104721	942.48	-0.128205	-3.83241	
104722	942.489	-0.128219	-3.83254	
104723	942.498	-0.128216	-3.83255	
104724	942.507	-0.128215	-3.83255	
104725	942.516	-0.128215	-3.83255	
104726	942.525	-0.12831	-3.83268	
104727	942.534	-0.12829	-3.83251	
104728	942.543	-0.12829	-3.83251	
104729	942.552	-0.128291	-3.83251	
104730	942.561	-0.128291	-3.83251	
104731	942.57	-0.128205	-3.83241	
104732	942.579	-0.128219	-3.83254	
104733	942.588	-0.128216	-3.83255	
104734	942.597	-0.128215	-3.83255	
104735	942.606	-0.128214	-3.83255	
104736	942.615	-0.12831	-3.83268	
104737	942.624	-0.12829	-3.83251	
104738	942.633	-0.12829	-3.83251	
104739	942.642	-0.128291	-3.83251	
104740	942.651	-0.128291	-3.83251	
104741	942.66	-0.128206	-3.83241	
104742	942.669	-0.128219	-3.83254	
104743	942.678	-0.128216	-3.83255	
104744	942.687	-0.128215	-3.83255	
104745	942.696	-0.128215	-3.83255	
104746	942.705	-0.12831	-3.83268	
104747	942.714	-0.12829	-3.83251	
104748	942.723	-0.12829	-3.83251	
104749	942.732	-0.128291	-3.8325	
104750	942.741	-0.128291	-3.83251	
104751	942.75	-0.128206	-3.83241	
104752	942.759	-0.128219	-3.83254	
104753	942.768	-0.128216	-3.83255	
104754	942.777	-0.128215	-3.83255	
104755	942.786	-0.128215	-3.83255	
104756	942.795	-0.12831	-3.83268	
104757	942.804	-0.12829	-3.83251	
104758	942.813	-0.12829	-3.83251	
104759	942.822	-0.128291	-3.83251	
104760	942.831	-0.128291	-3.83251	
104761	942.84	-0.128205	-3.83241	
104762	942.849	-0.128219	-3.83254	
104763	942.858	-0.128216	-3.83255	
104764	942.867	-0.128215	-3.83255	
104765	942.876	-0.128214	-3.83255	
104766	942.885	-0.128311	-3.83267	
104767	942.894	-0.12829	-3.83251	
104768	942.903	-0.12829	-3.83251	
104769	942.912	-0.128291	-3.83251	
104770	942.921	-0.128291	-3.83251	
104771	942.93	-0.128205	-3.83241	
104772	942.939	-0.128219	-3.83254	
104773	942.948	-0.128217	-3.83255	
104774	942.957	-0.128215	-3.83255	
104775	942.966	-0.128215	-3.83255	
104776	942.975	-0.128311	-3.83268	
104777	942.984	-0.12829	-3.83251	
104778	942.993	-0.12829	-3.83251	
104779	943.002	-0.128291	-3.83251	
104780	943.011	-0.128292	-3.83251	
104781	943.02	-0.128205	-3.83241	
104782	943.029	-0.128219	-3.83254	
104783	943.038	-0.128216	-3.83255	
104784	943.047	-0.128215	-3.83255	
104785	943.056	-0.128214	-3.83255	
104786	943.065	-0.128311	-3.83267	
104787	943.074	-0.12829	-3.83251	
104788	943.083	-0.12829	-3.83251	
104789	943.092	-0.128291	-3.83251	
104790	943.101	-0.128291	-3.83251	
104791	943.11	-0.128206	-3.83241	
104792	943.119	-0.128219	-3.83254	
104793	943.128	-0.128216	-3.83255	
104794	943.137	-0.128215	-3.83255	
104795	943.146	-0.128214	-3.83255	
104796	943.155	-0.128311	-3.83268	
104797	943.164	-0.12829	-3.83251	
104798	943.173	-0.128291	-3.8325	
104799	943.182	-0.128291	-3.83251	
104800	943.191	-0.128291	-3.83251	
104801	943.2	-0.128206	-3.83241	
104802	943.209	-0.128219	-3.83254	
104803	943.218	-0.128216	-3.83255	
104804	943.227	-0.128216	-3.83255	
104805	943.236	-0.128214	-3.83255	
104806	943.245	-0.128311	-3.83268	
104807	943.254	-0.12829	-3.83251	
104808	943.263	-0.12829	-3.83251	
104809	943.272	-0.128291	-3.83251	
104810	943.281	-0.128291	-3.83251	
104811	943.29	-0.128206	-3.83241	
104812	943.299	-0.128218	-3.83254	
104813	943.308	-0.128217	-3.83255	
104814	943.317	-0.128216	-3.83255	
104815	943.326	-0.128215	-3.83255	
104816	943.335	-0.128311	-3.83268	
104817	943.344	-0.12829	-3.83251	
104818	943.353	-0.12829	-3.83251	
104819	943.362	-0.128291	-3.83251	
104820	943.371	-0.128291	-3.83251	
104821	943.38	-0.128205	-3.83241	
104822	943.389	-0.128219	-3.83254	
104823	943.398	-0.128217	-3.83255	
104824	943.407	-0.128215	-3.83255	
104825	943.416	-0.128215	-3.83255	
104826	943.425	-0.12831	-3.83268	
104827	943.434	-0.12829	-3.83251	
104828	943.443	-0.12829	-3.83251	
104829	943.452	-0.128291	-3.83251	
104830	943.461	-0.128291	-3.83251	
104831	943.47	-0.128206	-3.83241	
104832	943.479	-0.128219	-3.83254	
104833	943.488	-0.128217	-3.83255	
104834	943.497	-0.128216	-3.83255	
104835	943.506	-0.128214	-3.83255	
104836	943.515	-0.12831	-3.83268	
104837	943.524	-0.12829	-3.83251	
104838	943.533	-0.12829	-3.83251	
104839	943.542	-0.128291	-3.83251	
104840	943.551	-0.128291	-3.83251	
104841	943.56	-0.128206	-3.83241	
104842	943.569	-0.128219	-3.83254	
104843	943.578	-0.128217	-3.83255	
104844	943.587	-0.128215	-3.83255	
104845	943.596	-0.128215	-3.83255	
104846	943.605	-0.12831	-3.83268	
104847	943.614	-0.12829	-3.83251	
104848	943.623	-0.12829	-3.83251	
104849	943.632	-0.128291	-3.8325	
104850	943.641	-0.128291	-3.83251	
104851	943.65	-0.128205	-3.83241	
104852	943.659	-0.128219	-3.83254	
104853	943.668	-0.128217	-3.83255	
104854	943.677	-0.128215	-3.83255	
104855	943.686	-0.128214	-3.83255	
104856	943.695	-0.12831	-3.83268	
104857	943.704	-0.12829	-3.83251	
104858	943.713	-0.12829	-3.83251	
104859	943.722	-0.128291	-3.83251	
104860	943.731	-0.128291	-3.83251	
104861	943.74	-0.128205	-3.83241	
104862	943.749	-0.128219	-3.83254	
104863	943.758	-0.128216	-3.83255	
104864	943.767	-0.128215	-3.83255	
104865	943.776	-0.128215	-3.83255	
104866	943.785	-0.128311	-3.83268	
104867	943.794	-0.12829	-3.83251	
104868	943.803	-0.12829	-3.83251	
104869	943.812	-0.128291	-3.83251	
104870	943.821	-0.128291	-3.83251	
104871	943.83	-0.128205	-3.83241	
104872	943.839	-0.128219	-3.83254	
104873	943.848	-0.128216	-3.83255	
104874	943.857	-0.128215	-3.83255	
104875	943.866	-0.128215	-3.83255	
104876	943.875	-0.12831	-3.83268	
104877	943.884	-0.12829	-3.83251	
104878	943.893	-0.12829	-3.83251	
104879	943.902	-0.128291	-3.83251	
104880	943.911	-0.128292	-3.83251	
104881	943.92	-0.128205	-3.83241	
104882	943.929	-0.128219	-3.83254	
104883	943.938	-0.128217	-3.83255	
104884	943.947	-0.128215	-3.83255	
104885	943.956	-0.128215	-3.83255	
104886	943.965	-0.12831	-3.83268	
104887	943.974	-0.128291	-3.83251	
104888	943.983	-0.12829	-3.83251	
104889	943.992	-0.128291	-3.8325	
104890	944.001	-0.128291	-3.83251	
104891	944.01	-0.128205	-3.83241	
104892	944.019	-0.128219	-3.83254	
104893	944.028	-0.128217	-3.83255	
104894	944.037	-0.128215	-3.83255	
104895	944.046	-0.128215	-3.83255	
104896	944.055	-0.128311	-3.83268	
104897	944.064	-0.12829	-3.83251	
104898	944.073	-0.12829	-3.83251	
104899	944.082	-0.128291	-3.83251	
104900	944.091	-0.128291	-3.83251	
104901	944.1	-0.128205	-3.83241	
104902	944.109	-0.128219	-3.83254	
104903	944.118	-0.128217	-3.83255	
104904	944.127	-0.128215	-3.83255	
104905	944.136	-0.128215	-3.83255	
104906	944.145	-0.12831	-3.83268	
104907	944.154	-0.12829	-3.83251	
104908	944.163	-0.12829	-3.83251	
104909	944.172	-0.128291	-3.83251	
104910	944.181	-0.128291	-3.83251	
104911	944.19	-0.128206	-3.83241	
104912	944.199	-0.128219	-3.83254	
104913	944.208	-0.128216	-3.83255	
104914	944.217	-0.128215	-3.83255	
104915	944.226	-0.128215	-3.83255	
104916	944.235	-0.128311	-3.83268	
104917	944.244	-0.12829	-3.83251	
104918	944.253	-0.12829	-3.83251	
104919	944.262	-0.128291	-3.83251	
104920	944.271	-0.128291	-3.83251	
104921	944.28	-0.128206	-3.83241	
104922	944.289	-0.128219	-3.83254	
104923	944.298	-0.128217	-3.83255	
104924	944.307	-0.128215	-3.83255	
104925	944.316	-0.128214	-3.83255	
104926	944.325	-0.128311	-3.83268	
104927	944.334	-0.12829	-3.83251	
104928	944.343	-0.12829	-3.83251	
104929	944.352	-0.128291	-3.83251	
104930	944.361	-0.128291	-3.83251	
104931	944.37	-0.128206	-3.83241	
104932	944.379	-0.128219	-3.83254	
104933	944.388	-0.128216	-3.83255	
104934	944.397	-0.128215	-3.83255	
104935	944.406	-0.128214	-3.83255	
104936	944.415	-0.12831	-3.83268	
104937	944.424	-0.12829	-3.83251	
104938	944.433	-0.12829	-3.83251	
104939	944.442	-0.128291	-3.83251	
104940	944.451	-0.128291	-3.83251	
104941	944.46	-0.128206	-3.83241	
104942	944.469	-0.128219	-3.83254	
104943	944.478	-0.128216	-3.83255	
104944	944.487	-0.128215	-3.83255	
104945	944.496	-0.128215	-3.83255	
104946	944.505	-0.12831	-3.83268	
104947	944.514	-0.12829	-3.83251	
104948	944.523	-0.12829	-3.83251	
104949	944.532	-0.128291	-3.8325	
104950	944.541	-0.128291	-3.83251	
104951	944.55	-0.128205	-3.83241	
104952	944.559	-0.128219	-3.83254	
104953	944.568	-0.128216	-3.83255	
104954	944.577	-0.128215	-3.83255	
104955	944.586	-0.128215	-3.83255	
104956	944.595	-0.12831	-3.83268	
104957	944.604	-0.12829	-3.83251	
104958	944.613	-0.12829	-3.83251	
104959	944.622	-0.128291	-3.83251	
104960	944.631	-0.128291	-3.83251	
104961	944.64	-0.128205	-3.83241	
104962	944.649	-0.128219	-3.83254	
104963	944.658	-0.128217	-3.83255	
104964	944.667	-0.128215	-3.83255	
104965	944.676	-0.128214	-3.83255	
104966	944.685	-0.12831	-3.83268	
104967	944.694	-0.12829	-3.83251	
104968	944.703	-0.12829	-3.83251	
104969	944.712	-0.128291	-3.83251	
104970	944.721	-0.128291	-3.83251	
104971	944.73	-0.128206	-3.83241	
104972	944.739	-0.128219	-3.83254	
104973	944.748	-0.128217	-3.83255	
104974	944.757	-0.128215	-3.83255	
104975	944.766	-0.128215	-3.83255	
104976	944.775	-0.12831	-3.83268	
104977	944.784	-0.12829	-3.83251	
104978	944.793	-0.12829	-3.83251	
104979	944.802	-0.128291	-3.83251	
104980	944.811	-0.128291	-3.83251	
104981	944.82	-0.128206	-3.83241	
104982	944.829	-0.128219	-3.83254	
104983	944.838	-0.128216	-3.83255	
104984	944.847	-0.128215	-3.83255	
104985	944.856	-0.128214	-3.83255	
104986	944.865	-0.12831	-3.83268	
104987	944.874	-0.12829	-3.83251	
104988	944.883	-0.12829	-3.83251	
104989	944.892	-0.128291	-3.83251	
104990	944.901	-0.128292	-3.83251	
104991	944.91	-0.128205	-3.83241	
104992	944.919	-0.128219	-3.83254	
104993	944.928	-0.128217	-3.83255	
104994	944.937	-0.128215	-3.83255	
104995	944.946	-0.128214	-3.83255	
104996	944.955	-0.128311	-3.83268	
104997	944.964	-0.12829	-3.83251	
104998	944.973	-0.12829	-3.83251	
104999	944.982	-0.128291	-3.83251	
105000	944.991	-0.128291	-3.83251	
105001	945	-0.128206	-3.83241	
105002	945.009	-0.128219	-3.83254	
105003	945.018	-0.128217	-3.83255	
105004	945.027	-0.128215	-3.83255	
105005	945.036	-0.128214	-3.83255	
105006	945.045	-0.12831	-3.83268	
105007	945.054	-0.12829	-3.83251	
105008	945.063	-0.12829	-3.83251	
105009	945.072	-0.128291	-3.83251	
105010	945.081	-0.128291	-3.83251	
105011	945.09	-0.128205	-3.83241	
105012	945.099	-0.128219	-3.83254	
105013	945.108	-0.128217	-3.83255	
105014	945.117	-0.128215	-3.83255	
105015	945.126	-0.128214	-3.83255	
105016	945.135	-0.12831	-3.83268	
105017	945.144	-0.12829	-3.83251	
105018	945.153	-0.12829	-3.83251	
105019	945.162	-0.128291	-3.83251	
105020	945.171	-0.128291	-3.83251	
105021	945.18	-0.128206	-3.83241	
105022	945.189	-0.128219	-3.83254	
105023	945.198	-0.128217	-3.83255	
105024	945.207	-0.128216	-3.83255	
105025	945.216	-0.128214	-3.83255	
105026	945.225	-0.128311	-3.83268	
105027	945.234	-0.12829	-3.83251	
105028	945.243	-0.128291	-3.83251	
105029	945.252	-0.128291	-3.83251	
105030	945.261	-0.128291	-3.83251	
105031	945.27	-0.128205	-3.83241	
105032	945.279	-0.128219	-3.83254	
105033	945.288	-0.128217	-3.83255	
105034	945.297	-0.128215	-3.83255	
105035	945.306	-0.128215	-3.83255	
105036	945.315	-0.128311	-3.83268	
105037	945.324	-0.12829	-3.83251	
105038	945.333	-0.12829	-3.83251	
105039	945.342	-0.128291	-3.83251	
105040	945.351	-0.128291	-3.83251	
105041	945.36	-0.128206	-3.83241	
105042	945.369	-0.128219	-3.83254	
105043	945.378	-0.128217	-3.83255	
105044	945.387	-0.128215	-3.83255	
105045	945.396	-0.128215	-3.83255	
105046	945.405	-0.12831	-3.83268	
105047	945.414	-0.12829	-3.83251	
105048	945.423	-0.12829	-3.83251	
105049	945.432	-0.128291	-3.83251	
105050	945.441	-0.128291	-3.83251	
105051	945.45	-0.128206	-3.83241	
105052	945.459	-0.128219	-3.83254	
105053	945.468	-0.128216	-3.83255	
105054	945.477	-0.128215	-3.83255	
105055	945.486	-0.128215	-3.83255	
105056	945.495	-0.12831	-3.83268	
105057	945.504	-0.12829	-3.83251	
105058	945.513	-0.12829	-3.83251	
105059	945.522	-0.128291	-3.83251	
105060	945.531	-0.128291	-3.83251	
105061	945.54	-0.128205	-3.83241	
105062	945.549	-0.128219	-3.83254	
105063	945.558	-0.128217	-3.83255	
105064	945.567	-0.128215	-3.83255	
105065	945.576	-0.128214	-3.83255	
105066	945.585	-0.128311	-3.83268	
105067	945.594	-0.12829	-3.83251	
105068	945.603	-0.12829	-3.83251	
105069	945.612	-0.128291	-3.83251	
105070	945.621	-0.128292	-3.83251	
105071	945.63	-0.128205	-3.83241	
105072	945.639	-0.128219	-3.83254	
105073	945.648	-0.128217	-3.83255	
105074	945.657	-0.128215	-3.83255	
105075	945.666	-0.128214	-3.83255	
105076	945.675	-0.12831	-3.83268	
105077	945.684	-0.12829	-3.83251	
105078	945.693	-0.12829	-3.83251	
105079	945.702	-0.128291	-3.83251	
105080	945.711	-0.128291	-3.83251	
105081	945.72	-0.128205	-3.83241	
105082	945.729	-0.128219	-3.83254	
105083	945.738	-0.128216	-3.83255	
105084	945.747	-0.128215	-3.83255	
105085	945.756	-0.128214	-3.83255	
105086	945.765	-0.128311	-3.83268	
105087	945.774	-0.12829	-3.83251	
105088	945.783	-0.12829	-3.83251	
105089	945.792	-0.128291	-3.83251	
105090	945.801	-0.128291	-3.83251	
105091	945.81	-0.128205	-3.83241	
105092	945.819	-0.128219	-3.83254	
105093	945.828	-0.128217	-3.83255	
105094	945.837	-0.128215	-3.83255	
105095	945.846	-0.128214	-3.83255	
105096	945.855	-0.12831	-3.83268	
105097	945.864	-0.12829	-3.83251	
105098	945.873	-0.12829	-3.83251	
105099	945.882	-0.128291	-3.83251	
105100	945.891	-0.128291	-3.83251	
105101	945.9	-0.128205	-3.83241	
105102	945.909	-0.128219	-3.83254	
105103	945.918	-0.128217	-3.83255	
105104	945.927	-0.128215	-3.83255	
105105	945.936	-0.128214	-3.83255	
105106	945.945	-0.12831	-3.83268	
105107	945.954	-0.128291	-3.83251	
105108	945.963	-0.12829	-3.83251	
105109	945.972	-0.128291	-3.83251	
105110	945.981	-0.128291	-3.83251	
105111	945.99	-0.128205	-3.83241	
105112	945.999	-0.128219	-3.83254	
105113	946.008	-0.128217	-3.83255	
105114	946.017	-0.128215	-3.83255	
105115	946.026	-0.128214	-3.83255	
105116	946.035	-0.12831	-3.83268	
105117	946.044	-0.12829	-3.83251	
105118	946.053	-0.12829	-3.83251	
105119	946.062	-0.128291	-3.83251	
105120	946.071	-0.128291	-3.83251	
105121	946.08	-0.128205	-3.83241	
105122	946.089	-0.128219	-3.83254	
105123	946.098	-0.128216	-3.83255	
105124	946.107	-0.128215	-3.83255	
105125	946.116	-0.128215	-3.83255	
105126	946.125	-0.12831	-3.83268	
105127	946.134	-0.12829	-3.83251	
105128	946.143	-0.12829	-3.83251	
105129	946.152	-0.128291	-3.83251	
105130	946.161	-0.128291	-3.83251	
105131	946.17	-0.128206	-3.83241	
105132	946.179	-0.128219	-3.83254	
105133	946.188	-0.128216	-3.83255	
105134	946.197	-0.128215	-3.83255	
105135	946.206	-0.128214	-3.83255	
105136	946.215	-0.128311	-3.83268	
105137	946.224	-0.12829	-3.83251	
105138	946.233	-0.12829	-3.83251	
105139	946.242	-0.128291	-3.83251	
105140	946.251	-0.128291	-3.83251	
105141	946.26	-0.128205	-3.83241	
105142	946.269	-0.128219	-3.83254	
105143	946.278	-0.128216	-3.83255	
105144	946.287	-0.128215	-3.83255	
105145	946.296	-0.128214	-3.83255	
105146	946.305	-0.128311	-3.83268	
105147	946.314	-0.12829	-3.83251	
105148	946.323	-0.12829	-3.83251	
105149	946.332	-0.128291	-3.83251	
105150	946.341	-0.128291	-3.83251	
105151	946.35	-0.128205	-3.83241	
105152	946.359	-0.128219	-3.83254	
105153	946.368	-0.128217	-3.83255	
105154	946.377	-0.128215	-3.83255	
105155	946.386	-0.128214	-3.83255	
105156	946.395	-0.128311	-3.83268	
105157	946.404	-0.12829	-3.83251	
105158	946.413	-0.12829	-3.83251	
105159	946.422	-0.128291	-3.83251	
105160	946.431	-0.128291	-3.83251	
105161	946.44	-0.128205	-3.83241	
105162	946.449	-0.128219	-3.83254	
105163	946.458	-0.128217	-3.83255	
105164	946.467	-0.128215	-3.83255	
105165	946.476	-0.128215	-3.83255	
105166	946.485	-0.128311	-3.83268	
105167	946.494	-0.12829	-3.83251	
105168	946.503	-0.12829	-3.83251	
105169	946.512	-0.128291	-3.83251	
105170	946.521	-0.128292	-3.83251	
105171	946.53	-0.128205	-3.83241	
105172	946.539	-0.128219	-3.83254	
105173	946.548	-0.128216	-3.83255	
105174	946.557	-0.128215	-3.83255	
105175	946.566	-0.128215	-3.83255	
105176	946.575	-0.12831	-3.83268	
105177	946.584	-0.12829	-3.83251	
105178	946.593	-0.12829	-3.83251	
105179	946.602	-0.128291	-3.83251	
105180	946.611	-0.128292	-3.83251	
105181	946.62	-0.128205	-3.83241	
105182	946.629	-0.128219	-3.83254	
105183	946.638	-0.128217	-3.83255	
105184	946.647	-0.128215	-3.83255	
105185	946.656	-0.128214	-3.83255	
105186	946.665	-0.128311	-3.83268	
105187	946.674	-0.12829	-3.83251	
105188	946.683	-0.12829	-3.83251	
105189	946.692	-0.128291	-3.83251	
105190	946.701	-0.128291	-3.83251	
105191	946.71	-0.128205	-3.83241	
105192	946.719	-0.128219	-3.83254	
105193	946.728	-0.128217	-3.83255	
105194	946.737	-0.128215	-3.83255	
105195	946.746	-0.128215	-3.83255	
